,id,text
56,1505424819889840128,RT @EliotHiggins: Nothing says more about the crass brutality of Putin's war in Ukraine than this satellite image of the bombed remains of…
57,1505424819789180928,"RT @Kateryna_Kruk: Motherhood.
Ukraine, Europe, 2022 https://t.co/LGyG6pIbBM"
58,1505424819663568897,"RT @TrentTelenko: Between the end of April and Mid-May 2022, the Ukrainian Army will be able to counter-attack EVERYWHERE.

Because there w…"
59,1505424819566874624,'Nothing's coming! Germany 'breaks promise to send arms to Ukraine' as tensions rise https://t.co/DxmENqY2Tk
60,1505424819239763972,"RT @visegrad24: Large convoy of Belarusian military vehicles heading for Brest near the Polish border.

Worrying signs from Belarus in the…"
61,1505424818962944001,"RT @NicholsUprising: Trump:

* ordered Pence to skip Zelenskyy’s inauguration

* refused for months to meet with Zelenskky

* blocked milit…"
62,1505424818832871425,RT @InnaSovsun: #Mariupol city council informed that thousand of #Ukraine citizens from the captured parts of Mariupol have been forcibly i…
63,1505424818799325184,https://t.co/7XraUx0h3k
64,1505424817800945665,"RT @CheesesSliced: @NewVoiceUkraine DID YOU KNOW: Mark Schneider, CEO of @Nestle not only thinks water is not a human right but a commodity…"
65,1505424817297641473,"#StandWithUkraine #Ukraine #Zelensky
#StopPutin #StopTheWar #PutinLies
#ShameOnYouPutin #stopgenocide　
#natoclosethesky #StopRussia #Russian
#StopRussianAgression #RussianCoup　
#closeUAskyNOW #PutinHitler #freeukraine　
#ukraineRussianwar #RussiaGoHome
#PrayForUkraine https://t.co/4QE65FcAi1"
66,1505424816240738305,"RT @RamseyB1: You stand with Ukraine?

Some of you couldn’t even stand up for your own medical freedoms or stand with your own children aga…"
67,1505424816110596098,"RT @WHO: .@DrMikeRyan calls for an end to attacks on health care in #Ukraine ⬇️ 

#NotATarget https://t.co/qVtscc0RSW"
68,1505424816009973761,"RT @Acosta: In my interview with former Ukrainian president Petro Poroshenko, he invited President Biden to visit Ukraine’s capital next we…"
69,1505424816001753088,RT @1Progressivism: Ukraine Confirms Fifth Russian General Has Been Killed https://t.co/QkVCpEmN9j via @thedailybeast
70,1505424815707996161,RT @SDyorin: Search and rescue operation after #Russian missile strike on the barracks of the 79th airmobile brigade in #Nikolayev (prev. #…
71,1505424815582289920,RT @Gjing_superman: Also Russia is not at war with Ukraine.. it's a special military operation. Special because it involves cross-border tr…
72,1505424815347351553,"RT @amhfarraj: ⭕️حقيقة وليست مزحة⭕️

عقد وزير دفاع بريطانيا لقاء بالفيديو مع رئيس وزراء اوكرانيا، ثم اكتشف أن الشخص لم يكن رئيس وزراء اوكرا…"
73,1505424815250821123,RT @ians_india: The US has officially confirmed that #Russia used 'Dagger' nuclear-capable hypersonic aeroballistic air-to-ground missile d…
74,1505424815074811906,RT @1AmKa3: Now you understand why Joe always got unhinged when people asked him about Ukraine. https://t.co/lZQa1E1Cqg
75,1505424814907052032,"RT @Dan_Liszkiewicz: Ambasadorowi Białorusi, który opuszczał Ukrainę, ukraiński pogranicznik rzucił worek z monetami, każąc przekazać szefo…"
76,1505424814550536193,"RT @Glenn_Diesen: The Israeli media brings forward a good question. Is NATO pretending to represent the ""international community""? The rest…"
77,1505424814546178050,"@shambolicgirl @steveirons @bruce_haigh Obviously don't know Ukraine's history. They've never been Russian. Were just a part of the USSR, which itself was a historical fabrication."
78,1505424813954945025,"RT @nexta_tv: Europe will help restore Ukraine

#Polish Prime Minister Mateusz Morawiecki said that the #EU should develop a plan for the r…"
79,1505424813896220681,"@Ukraine Putin szykuje ☢ kolejny atak na elektrownię atomową ☢ na Ukrainie [około kwietniu, gdy pola będą już obsiane] i tym razem uda mu się wywołać skarżenie najprawdopodobniej wybór padnie na elektrownie atomową w Zaporożu, w akcie desperacji, będzie to północna Ukraina [ten krok ... https://t.co/nsyRgOAUVj"
80,1505424813741187074,"@Morgrid1 @JanSuurtoll @nexta_tv Its scary to think that it took the entire world supplying Ukraine weapons, ammunition, missiles in order for them to kill that many soldiers. 
1 v. 150 and still standing"
81,1505424813728350210,"RT @AliciaOnMSNBC: ""I believe the U.S. needs to continue providing Ukraine with military equipment, as well as humanitarian aid and... more…"
82,1505424813632147460,RT @oryxspioenkop: Anti-Tank Guided Cat (ATGC) #Ukraine https://t.co/2Mb4B37xgT
83,1505424813401440258,"RT @Marchfoward: TERKINI

Siren amaran serangan udara bergema di hampir seluruh Ukraine iaitu Sumy, Mykolaiv, Ternopil, Poltava, Kirovohrad…"
84,1505424813363322883,RT @oryxspioenkop: Anti-Tank Guided Cat (ATGC) #Ukraine https://t.co/2Mb4B37xgT
85,1505424813154013185,"RT @LifeOnMars_Org: 10000 NFT ticket giveaways to UKRAINE DONORS!

The war in Ukraine is heartbreaking but you are generous people.
10000 N…"
86,1505424813040492546,RT @Reuters: Top ballet performers 'Dance for Ukraine' in charity event https://t.co/W0ygcoQjZO https://t.co/3wIwPik9uo
87,1505424812998639616,RT @BBCJLandale: Extremely senior French diplomat makes his feelings clear about @BorisJohnson’s decision to compare Ukraine’s resistance t…
88,1505424812751040515,"RT @StratcomCentre: Russian missile attacks on Ukraine.

#StopRussia #StandWithUkraine #ProtectUASky https://t.co/Ajt2I6cBRG"
89,1505424812260405248,"RT @ImmigrSchorschi: Dear World
This is the Prime Minister of the UK, @BorisJohnson saying the UK's Brexit Fight to be rid of the EU was th…"
90,1505424811689865217,"@strategywoman I am so see ur tweet. I am so worried about you &amp; Ukraine. My name is Beate and am originally from the south of Germany. I live with my family - husband 2 daughters &amp;
2 cats in Portland, Oregon. I work as a lawyer &amp; am self employed. I love the outdoors 1/2"
91,1505424811601784836,RT @svetlana_denver: @annh_campos @barbara_dear @Wanda2137 @Magda31076764 @Gaby_FMP @IanevaZoia @tauchtine @fanclub_dimash @BiassiniAna @Di…
92,1505424811241189379,RT @RoArquette: Pussy Riot’s Nadya Tolokonnikova: ‘Fuck Putin. I Hope He Dies Soon’ https://t.co/kO7PEG7KIT via @RollingStone
93,1505424811090010113,"Fact check: Video shows Putin justifying military operation in Ukraine, not threatening Kenya - USA TODAY https://t.co/IScy4u2L0Y"
94,1505424811027312643,"RT @Kasparov63: The US gives weapons for Ukraine to defend a ground war, but not the ones it needs to win. Why? Putin will continue to shel…"
95,1505424810960044033,@AZWedding @bs5816 @KyivIndependent This is my opinion only: we sit by and watch millions get killed out of fear were next. Putin has foreshadowed what's coming numerous times with his threats. He's not stopping at Ukraine. Nuclear war is inveitable.
96,1505424810779848705,"RT @mrsorokaa: Those who argue that Ukraine should give up its desire to join NATO don’t  understand Ukraine. At all.

It’s not about NATO,…"
97,1505424810641350659,RT @franakviacorka: Heroes! Belarusian railway workers disrupted the railway connection with Ukraine so that trains with Russian equipment…
98,1505424810423336960,"RT @_AfricanSoil: Russia is ending a civil war in Ukraine that has been going on for a long time now, if anything Vladimir Putin is liberat…"
99,1505424810117320706,The power of the new Ukraine https://t.co/d1rQfsOlyA
