,id,text
0,1505364777748639745,"@seiryukai Japan is Russia, not Ukraine."
1,1505364776951627776,"With his hopes for a blitz in Ukraine shattered and economic costs mounting swiftly, Putin unleashed a venomous diatribe at those who oppose his course. https://t.co/PD06UblL9O via @HuffPost"
2,1505364776817512450,"RT @NewVoiceUkraine: Ukraine will never forgive... Ukraine will never forget Russia for war crimes.

Video: Рада національної безпеки і обо…"
3,1505364776452440070,RT @franakviacorka: Heroes! Belarusian railway workers disrupted the railway connection with Ukraine so that trains with Russian equipment…
4,1505364776146325504,"@calspec68 @NikkiHaley Putin invaded Ukraine because he believed his pal Trump had successfully weakened NATO, split the allies, and divided America. Putin also knew that Trump planned to pull out of NATO during his second term. Trump backs the murderous Putin. Always has."
5,1505364775076773890,RT @SenTedCruz: None of this had to happen. We could have prevented Putin from invading Ukraine by imposing sanctions against his Nord Stre…
6,1505364774388846593,RT @HMcdoolittle: Remember when Trump said our Ambassador to Ukraine was going to go thru some things because she wasn’t down with extortin…
7,1505364774200086530,"@Nanon20001 @cdoyle714 @edolis @PeterSchiff Nothing the US can possibly do now can make the sitation better for the people of ukraine, only much, much worse. Any action they do take will be for their own benefit. They will make money, ukranians, russians will die, world economy might be ruined."
8,1505364774057562118,"RT @TheDemocrats: Kevin McCarthy when Trump withheld military aid from Ukraine: “The rightful thing to do.”

Kevin McCarthy when President…"
9,1505364773751250945,RT @USAmbUN: Let's be clear: Ukraine does not have a biological weapons program. There are no Ukrainian biological weapons laboratories – n…
10,1505364773650591744,"Australia sanctions alumina exports to Russia, offers humanitarian https://t.co/8jUn4hW2OY #Ukraine #Russia #News"
11,1505364773415776256,"RT @AdeldMeyer: Stand with Ukraine?
You couldn't even stand with your own family, friends and neighbors the past two years. 🙄"
12,1505364772203778048,"RT @BecirovicV: WANN KOMMT DIE ""FALSE FLAG"" AKTION, MIT DER DIE NATO IN DEN UKRAINE KRIEG GELOGEN WIRD? 

Die Werbeagentur ""Hill + Knowlton…"
13,1505364772199403527,"RT @Kateryna_Kruk: Motherhood.
Ukraine, Europe, 2022 https://t.co/LGyG6pIbBM"
14,1505364772141023233,"RT @Based_ENG: In a now deleted tweeted, Zelenskyy’s ex-spokeswoman posted a picture of three exhausted firefighters, praising the work of…"
15,1505364771750948866,RT @JGVerte: Está en Vimeo. Todas la denuncias q hemos visto sobre la conexión brigadas nazis-movimientos nacionalistas ucranianos es devel…
16,1505364771666767875,"RT @alexstubb: Putin achieves in three weeks:

1. European Ukraine

2. Isolated Russia

3. United EU

4. Enlarging EU

5. Militarised EU

6…"
17,1505364771519967235,"RT @kvitkanadiia: Little did I know that in my home, Ukraine, one occupation was simply replaced by another in 1945. 

Little did I know my…"
18,1505364771419217920,"RT @OccupyDemocrats: BREAKING NEWS: In a major loss for Putin, NATO announces that it is sending an air defense system to Ukraine in order…"
19,1505364771305975810,"RT @JBWolfsthal: If you've been disturbed by reactions to conflict in Ukraine and how it compared to Syria, Yemen, Afghanistan, this is an…"
20,1505364770903494660,RT @visegrad24: The Russian authorities made the residents of long-term mental institution hold a rally in support of Putin’s war of aggres…
21,1505364770807226371,RT @BBCWorld: Empty prams lined up in Lviv for children killed in Ukraine war https://t.co/v2N04njImt
22,1505364770467184640,RT @CurtisHebert: Do not forget this was all coming out just before the invasion of Ukraine.
23,1505364770249232384,RT @RWApodcast: So has anyone mentioned that Zelensky just banned all opposition parties in Ukraine through the National Security and Defen…
24,1505364770173509646,"RT @ng_ukraine: Сильні, безстрашні та витривалі - наші воїни👊🖤

Переможемо 🇺🇦
#Україна #Ukraine #ua #stopwarinukraine #stoprussia #stopputi…"
25,1505364769993211904,"RT @TheJordanRachel: So Ukraine gets $800,000,000 of our hard earned taxpayer money, Congress just gave themselves a 21% pay raise with our…"
26,1505364769582161920,"Will Get More US Javelin, Stinger Missiles Within Days: Ukraine Official https://t.co/ZHKFQcxq5k https://t.co/g1o9HsYBpe"
27,1505364769557123078,"RT @Deramba1: Sadly, the skin color of war victims seems to be the biggest indicator of solidarity. While #500DaysOfTigrayGenocide is hushe…"
28,1505364768693137409,@Osinttechnical https://t.co/vnbomfi5PG
29,1505364768642813958,"RT @Kateryna_Kruk: Motherhood.
Ukraine, Europe, 2022 https://t.co/LGyG6pIbBM"
30,1505364768495910917,"RT @EuromaidanPress: Wounded Ukrainian soldier Vasyl after the battle in Luhansk Oblast. The other day he lost his son, also a soldier. The…"
31,1505364768344862721,RT @McFaul: Is Russia losing its war with Ukraine? - Vox https://t.co/dput1hCTL1
32,1505364768340774913,RT @SamRamani2: BREAKING: Britain rules out a post-Ukraine war normalization with Putin's Russia
33,1505364768097374213,RT @AlexKokcharov: This map shows incidents of infrastructure disruption on railways across #Belarus in recent weeks. Belarusian partisans…
34,1505364768059711492,RT @1mHussain: Why the world is ignoring a million people in #Kherson #Ukraine ? Just because we are under #Russian control means we should…
35,1505364767564730372,@TheToriesOut @SamRamani2 Where have you heard a NATO red line over use of chemical weapons in Ukraine?
36,1505364767552155656,'Dangerous escalation': Ex-CIA director on Russia's use of powerful weapon https://t.co/id1JdBCYQc https://t.co/ppxupLPkTV
37,1505364767485341697,Latest in Ukraine: Hospital says mom shielded baby from shelling https://t.co/elXRwzbmDn https://t.co/BMdaZQFKPA
38,1505364767464034304,RT @davidfrum: Ukraine may be the first example in human history of a country that under the pressure of war is becoming *more* tolerant an…
39,1505364767422103555,Live: Ukraine calls for talks with Russia; India and Japan urge peace Live news updates: Chinese says NATO shouldn't expand east; India's forex reserves record biggest drop in 2 years. #Top Stories by #BusinessStandard https://t.co/Q5h8yO4cOr
40,1505364767120281600,@RevengOfTheFlex Ukraine has sought to extinguish the Russian language &amp; the Russians living there.
41,1505364767086723080,RT @The_Real_Fly: LAVROV: GOVERNMENTS DONATING RUSSIAN EQUIPMENT TO UKRAINE ARE BREAKING CONTRACT LAW; WEAPONS SHIPMENTS INTO UKRAINE ARE M…
42,1505364767053033474,"#NoWar #Ukraine #ウクライナ #SUZURI #サーモタンブラー　

https://t.co/XznJWPseSw"
43,1505364766814269442,@BBCWorld 3 days before the invasion Zelensky had his last chance to sign Minsk peace agreement to keep Ukraine neutral -  He refused and invited war thinking NATO is backing him.
44,1505364766784696323,"RT @visegrad24: Belarusian railway workers today sabotaged the railway lines leading to Ukraine, making it impossible for the Russians to r…"
45,1505364766746808320,@PadresSuns Join the fight against tyranny. Donate to Ukraine using this link https://t.co/QnzF1LN61k
46,1505364766679777283,RT @nexta_tv: #EU discusses the possibility of using assets of sanctioned #Russian oligarchs to finance #Ukraine's post-war reconstruction…
47,1505364766457425923,What Makes Taiwan an 'Unsinkable Shield' That the US Can't Afford to Have Fall to China? https://t.co/PMCzEfjaqX #Ukraine #Russia #News
48,1505364766432313349,RT @EliotHiggins: Nothing says more about the crass brutality of Putin's war in Ukraine than this satellite image of the bombed remains of…
49,1505364765908029442,"“logic of consequences” = concerned with the ultimate outcomes of a proposed policy; costs and benefits needed to secure its goal

“logic of appropriateness” = driven by the moral imperative to do the right thing

@Scholars_Stage on #Ukraine

https://t.co/H6wz5XA4Bd"
50,1505364765798907904,Latest in Ukraine: Hospital says mom shielded baby from shelling https://t.co/HV5HHOPeGM
51,1505364765710848005,RT @washingtonpost: Opinion by David Von Drehle: The war in Ukraine is proving that Russia is no longer a superpower https://t.co/UkrWu8Pc47
52,1505364765387878402,RT @rinsana: @donwinslow @ileneca There is absolutely no accountability. Congressfolk traded stocks after briefings about the war in Ukrain…
53,1505364764993765388,"@McFaul It doesn't take much to know that the president of Ukraine is not wrong.  We know that Putin wants to discredit NATO, return to the Soviet Union and carry out expansion to become a great power in distribution."
54,1505364764834217984,"RT @Kateryna_Kruk: Motherhood.
Ukraine, Europe, 2022 https://t.co/LGyG6pIbBM"
55,1505364764788146182,RT @franakviacorka: Heroes! Belarusian railway workers disrupted the railway connection with Ukraine so that trains with Russian equipment…
56,1505364764364525573,"RT @AmichaiStein1: The Ukrainian officials added: The sides are actually still far away from reaching a deal, and Ukraine position remains…"
57,1505364763680907269,Ukraine war: UK deploying Sky Sabre ground based air defence system and 100 troops to Poland  https://t.co/HMhUHW5fRG
58,1505364762888060929,"RT @olex_scherba: When you see soldiers who defend you…

#StandWithUkraine️ #UkraineUnderAttack #RussiaInvadedUkraine #Terrorussia #PutinIs…"
59,1505364762711904256,The Putin-Fox feedback loop || Via Media Matters https://t.co/n9UhWL3MDg
60,1505364762686681090,This 👇👇👇 #Ukraine #UkraineRussiaWar https://t.co/RWRcDwE8ct
61,1505364762359697411,"RT @BSBonner: Ukraine lives to fight another day, but so does Kremlin terror state: World, stop buying anything from Russia, disconnect the…"
62,1505364762078629894,"RT @Pingi210s: JEN PSAKI KEEPS SPOUTING THE MIGS ARE OFFENSIVE WEAPONS.

HOW CAN ANY WEAPON USED BY #UKRAINE BE AN OFFENSIVE WEAPON WHEN TH…"
63,1505364761696878592,"RT @Kateryna_Kruk: Motherhood.
Ukraine, Europe, 2022 https://t.co/LGyG6pIbBM"
64,1505364761503969281,"RT @JoyAnnReid: The Russian gov’t mandates that its vicious war on Ukraine-which includes deliberate massacring of civilians, be discussed…"
65,1505364761390759940,"@GreenJDandWords @rgoodlaw @AshaRangappa_ @jimsciutto Yes there's efforts being made in supplies. That's helping Ukraine win this. But the longer this goes on, the more people will die, the more Putin will feel emboldened to act more atrociously as we're seeing as he actively bombs hospitals and now capturing escaping Ukrainians."
66,1505364761134968833,"In Rom und Pisa fanden Proteste gegen die Waffenlieferung in die Ukraine statt. Mitarbeiter der Flughafenabwicklung verweigerten die Arbeit, weil Waffen als humanitäre Hilfe statt Lebensmittel und Medikamente geladen werden sollten. #UkraineKrieg #Waffenlieferungen https://t.co/upzHdbGMqO"
67,1505364761093242881,RT @Teejayoscar: #Mariupol #Azovstal One of the biggest metallurgic plants in #Europe destroyed. The economic losses for #Ukraine are huge.…
68,1505364760858361858,RT @BBCWorld: Street fighting in Mariupol and hypersonic missiles: Ukraine war daily round-up https://t.co/zQ8zCYIIMZ
69,1505364760644268036,"RT @SYWanda44: What's ""increasingly outrageous"" is THAT country pretending that the Russian invasion of Ukraine is acceptable."
70,1505364760443121665,"RT @Zee_Hindustan: यूक्रेन के साथ यूरोप को खाक करेगा पुतिन?

#Ukraine #Russian #Putin https://t.co/FRltaqSiR5"
71,1505364760312700929,"The war is now in its fourth week, and it has displaced nearly 6.5 million people inside Ukraine, along with the 3.3 million refugees who have already fled the country. Ukraine says thousands have been killed.
https://t.co/TVWNpyDzKM"
72,1505364760304492544,"RT @CBSNews: ""Children, elderly people are dying. The city is destroyed and it is wiped off the face of the earth,"" Mariupol police officer…"
73,1505364760161923073,"RT @TheDemocrats: Kevin McCarthy when Trump withheld military aid from Ukraine: “The rightful thing to do.”

Kevin McCarthy when President…"
74,1505364760074022915,"RT @TaiwanNo23: 彭博社快報記者在 #波蘭 和烏克蘭邊境的小縣城 #梅迪卡 報導，俄羅斯的最新打擊離她所在的地區非常近，背景是 #NFSC 和 #ROlF 的帳篷和旗幟
#CCP ≠ #中國人  
#幹掉共產黨  
#HELPUkraine #stopthewar…"
75,1505364760006742016,RT @DarthApuReborn: Zero coverage from Western media #Russia #Ukraine
76,1505364759817998344,"RT @mrsorokaa: Those who argue that Ukraine should give up its desire to join NATO don’t  understand Ukraine. At all.

It’s not about NATO,…"
77,1505364759478423553,"RT @Reuters: Ukraine to receive more U.S. Javelin and Stinger missiles within days, Ukraine official says https://t.co/BOsXTQo0VD https://t…"
78,1505364759394365442,"RT @HFI1995: A brief tour of Medyka where refugees from #Ukraine are crossing into #Poland and the HF team is providing medical assistance,…"
79,1505364759385976832,"RT @nicktolhurst: Boris Johnson was right to compare Brexit &amp; the war in Ukraine.

Vladimir Putin is in favour of both."
80,1505364759385890822,RT @KyivPost: #Ukrainians and friends rally in support of #Ukraine in #Nottingham today @NFFC #standwithukraine #putinlies #StandingWithUkr…
81,1505364759306153984,https://t.co/wR6Y1zlQvV
82,1505364759193001989,"RT @mrsorokaa: Those who argue that Ukraine should give up its desire to join NATO don’t  understand Ukraine. At all.

It’s not about NATO,…"
83,1505364759155449864,"RT @blackintheempir: Citizens of the United States have no idea why Russia went into Ukraine, they have no idea that no country kills more…"
84,1505364758643552261,"RT @KyivIndependent: AP: Mariupol police officer pleads for help from Biden, Macron in video post. 

Officer Michail Vershnin, addressed th…"
85,1505364758349942790,"@mattgaetz And you also voted against sending arms to Ukraine, you're just a Russian in infiltrating our government."
86,1505364758245134341,RT @propeertys: Kosmonauci rosyjscy ubrali się w barwy #Ukraine 🇺🇦 na znak protestu przeciw wojnie - transmisja w RUssia TV została przerwa…
87,1505364757922078720,Zelinsky &amp; Ukrainian peoples' courage is all we have seen on so far. The world is unified. It has to turn that unity into some kind of authority Putin can't resist. Time is not on Putin's side but how long do we expect Ukraine to keep paying for everyone with its peoples' blood? https://t.co/bPtOCGyhtm
